Model,File,maxF1,minF1,mean,std,0.5,1,1.5,2,median,var,0.5,1,1.5,2,Q1,Q3,iqr,0.5,1,1.5,2,max
LSTM-AE,0,0.8847058823529411,0.6550522648083624,0.0357662604092607,0.0071025711204175,0,0,0,0,0.03453376898168247,0.006344455283014234,0,0,0,0,0.03138454834364337,0.03965470116457585,0,0,0,0,0.052246708163487234
LSTM-AE,1,0.83248730964467,0.703547805171377,0.0230881993244758,0.005978883154786826,0,0,0,0,0.022195539856674277,0.006056479671339725,0,0,0,0,0.019824007334996025,0.02716638720719623,0,0,0,0,0.037413146227846285
LSTM-AE,2,0.8299065420560747,0.6807547169811321,0.025575856714014758,0.00888685448388469,0,0,0,0,0.023596818565392197,0.005911470139615925,0,0,0,0,0.021108939973520712,0.02834186296729464,0,0,0,0,0.05399065195640237
LSTM-AE,3,0.7032418952618454,0.6685159500693479,0.034497510014181214,0.009917513271882795,0,0,0,0,0.03296019578495302,0.012557165531422816,0,0,0,0,0.026002851037228835,0.04203373845053863,0,0,0,0,0.057812967127115616
LSTM-AE,4,0.5115020297699594,0.09966777408637874,0.020467673740912545,0.004242515147548466,0,0,0,0,0.020164583652267806,0.004226923705390769,0,0,0,0,0.01723090627930293,0.022815264123001208,0,0,0,0,0.0329073908736514
LSTM-AE,5,0.9329073482428115,0.8472622478386168,0.029635173614873528,0.009379897586089384,0,0,0,0,0.02878156659688641,0.011477941658089321,0,0,0,0,0.021908417043545927,0.0370344248170622,0,0,0,0,0.054396818854861674
LSTM-AE,6,0.7871657754010695,0.663844199830652,0.03061889366450263,0.007116697946691419,0,0,0,0,0.029573102949469538,0.007529277749021083,0,0,0,0,0.02507882940154771,0.03469351513703101,0,0,0,0,0.05119113562658415
LSTM-AE,7,0.9130434782608695,0.7438180019782394,0.021299155747270055,0.006229899895824,0,0,0,0,0.01993483736214916,0.0073831422850628966,0,0,0,0,0.017166825530683816,0.025880062863792002,0,0,0,0,0.03699927416030969
LSTM-AE,8,0.8249496981891349,0.7282415630550622,0.02862227707240725,0.009685067087597272,0,0,0,0,0.025953067681784635,0.011005826134723966,0,0,0,0,0.020713524399338535,0.03535860492698302,0,0,0,0,0.049916200798413746
LSTM-AE,9,0.90744920993228,0.8056112224448898,0.05163407678508578,0.013443161315013153,0,0,0,0,0.048699748278445365,0.01055097085386918,0,0,0,0,0.04227530877252436,0.05978811996611838,0,0,0,0,0.08979810504833576
LSTM-AE,10,0.9871611982881597,0.8267622461170848,0.0326248327578683,0.011503172143680296,0,0,0,0,0.03277725021975498,0.011927392800295018,0,0,0,0,0.024531752267261685,0.04052269260227892,0,0,0,0,0.05455120691638837
LSTM-AE,11,0.6268382352941175,0.4793187347931874,0.03195016265521035,0.007738734082057464,0,0,0,0,0.03156245120329324,0.007478255735145906,0,0,0,0,0.026518436812934476,0.03578876397388312,0,0,0,0,0.055718908664120825
LSTM-AE,12,0.8180883864337101,0.7094474153297683,0.015027862467833063,0.004743506723104265,0,0,0,0,0.014862898856485946,0.005516062698042032,0,0,0,0,0.01170524413489512,0.018670442391482203,0,0,0,0,0.025429539344787675
